Agency,CN ID,SON ID,Supplier Name,Supplier ABN,Description,Category,Agency Ref. ID,Publish Date,Start Date,End Date,Value (AUD)
Department of Human Services,CN3482578,SON3460620,Jones Lang Lasalle (ACT) Pty Ltd,69008585260,Project Fees,Property management services,D329024016,6-Feb-18,8-Jan-18,30-Apr-18,"88,000.00"
Department of Human Services,CN3482579,SON3460620,Jones Lang Lasalle (ACT) Pty Ltd,69008585260,Project Fees,Property management services,D329024012,6-Feb-18,8-Jan-18,25-May-18,"606,025.20"
Department of Human Services,CN3482580,SON3460620,Jones Lang Lasalle (ACT) Pty Ltd,69008585260,Project Fees,Property management services,D329023973,6-Feb-18,20-Dec-17,30-Apr-18,"1,650,000.00"
Department of Human Services,CN3482581,SON3460620,Jones Lang Lasalle (ACT) Pty Ltd,69008585260,Project Fees,Property management services,D329023832,6-Feb-18,7-Dec-17,31-Mar-18,"88,000.00"
Department of Human Services,CN3482582,SON3280319,Epicon IT Solutions Pty Ltd,72130995783,IT Software,Information technology consultation services,D328024050,6-Feb-18,24-Nov-17,23-Nov-18,"472,120.00"
Department of Human Services,CN3482583,SON3463478,McNair yellowSquares Pty Ltd,79096437991,Market Research,Market research,D327023985,6-Feb-18,15-Jan-18,15-Dec-18,"53,152.00"
Department of Human Services,CN3482584,SON3413842,Canonical Solutions Pty Ltd,65165370089,Data Information Architects,Computer services,D325024202,6-Feb-18,5-Feb-18,30-Jun-18,"158,400.00"
Department of Human Services,CN3482585,SON3413842,Lonsdale Solutions Pty Ltd,77132806949,Project Management Services,Computer services,D325024122,6-Feb-18,15-Jan-18,30-Jun-18,"155,375.00"
Department of Human Services,CN3482586,SON3413842,Canonical Solutions Pty Ltd,65165370089,Information Archtect Services,Computer services,D325024099,6-Feb-18,8-Jan-18,30-Jun-18,"188,800.00"
Department of Human Services,CN3482587,SON3413842,Sensory7 Pty Ltd,75089625436,Business Services Software Development,Computer services,D325024091,6-Feb-18,2-Jan-18,31-Mar-18,"72,468.00"
Department of Human Services,CN3482588,SON3403954,ESRI Australia Pty Ltd,16008852775,Software Support,Components for information technology or broadcasting or telecommunications,D310024088,6-Feb-18,20-Dec-17,19-Dec-18,"230,331.20"
Department of Human Services,CN3482589,SON3413051,Capgemini Australia Pty Ltd,11092284314,Project Management Services,Software or hardware engineering,D300024143,6-Feb-18,22-Jan-18,27-Apr-18,"522,500.00"
Department of Human Services,CN3482590,SON3413051,Capgemini Australia Pty Ltd,11092284314,Project Management Services,Software or hardware engineering,D300023904,6-Feb-18,21-Dec-17,30-Jun-18,"277,200.00"
Department of Human Services,CN3482591,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292024207,6-Feb-18,30-Jan-18,27-Apr-18,"52,824.20"
Department of Human Services,CN3482592,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292024182,6-Feb-18,24-Jan-18,31-Aug-18,"92,400.00"
Department of Human Services,CN3482593,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292024179,6-Feb-18,2-Jan-18,21-Dec-18,"1,125,921.55"
Department of Human Services,CN3482594,SON1834831,Dixon Appointments Pty Ltd,91161004646,Labour Hire,Personnel recruitment,D292024075,6-Feb-18,15-Jan-18,30-Jun-18,"61,251.30"
Department of Human Services,CN3482595,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292024069,6-Feb-18,9-Jan-18,30-Jun-18,"136,290.00"
Department of Human Services,CN3482596,SON1834831,Chandler Macleod Group Limited,33090555052,Labour Hire,Personnel recruitment,D292024067,6-Feb-18,8-Jan-18,30-Jun-18,"98,875.92"
Department of Human Services,CN3482597,SON1834831,DFP Recruitment Services Pty Ltd,66394749447,Labour Hire,Personnel recruitment,D292024059,6-Feb-18,9-Jan-18,30-Jun-18,"42,914.70"
Department of Human Services,CN3482598,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292024045,6-Feb-18,8-Jan-18,27-Apr-18,"47,832.00"
Department of Human Services,CN3482599,SON1834831,Kelly Services Australia Pty Ltd,92608767979,Labour Hire,Personnel recruitment,D292024037,6-Feb-18,8-Jan-18,30-Jun-18,"49,891.56"
Department of Human Services,CN3482600,SON1834831,DFP Recruitment Services Pty Ltd,66394749447,Labour Hire,Personnel recruitment,D292024035,6-Feb-18,8-Jan-18,30-Jun-18,"79,581.56"
Department of Human Services,CN3482601,SON1834831,Hays Specialist Recruitment Aust PL,47001407281,Labour Hire,Personnel recruitment,D292023933,6-Feb-18,15-Jan-18,30-Jun-18,"71,854.20"
Department of Human Services,CN3482602,SON2917812,Hudson Global Resources,21002888762,Recruitment Services,Personnel recruitment,D285024132,6-Feb-18,15-Jan-18,30-Jun-18,"228,096.00"
Department of Human Services,CN3482603,SON2917812,Hudson Global Resources,21002888762,Recruitment Services,Personnel recruitment,D285024106,6-Feb-18,15-Jan-18,29-Mar-18,"85,775.25"
Department of Human Services,CN3482604,SON2917812,Hudson Global Resources,21002888762,Recruitment Services,Personnel recruitment,D285000674,6-Feb-18,15-Jan-18,31-Dec-18,"342,144.00"
Department of Human Services,CN3482605,SON1700081,Ernst & Young,75288172749,Business Advisory Services,Management advisory services,D281024071,6-Feb-18,9-Jan-18,30-Jun-18,"858,000.00"
Department of Human Services,CN3482606,SON1700081,Apis Group Pty Limited,91125472899,Business Services,Management advisory services,D281024042,6-Feb-18,8-Jan-18,28-Feb-18,"277,373.18"
Department of Human Services,CN3482607,SON1700081,PricewaterhouseCoopers Consulting,20607773295,Assurance Services,Management advisory services,D281024038,6-Feb-18,10-Jan-18,30-Sep-18,"422,620.00"
Department of Human Services,CN3482608,SON1700081,Protiviti Pty Ltd,27108473909,Assurance Services,Management advisory services,D281024004,6-Feb-18,9-Jan-18,31-Mar-18,"29,900.00"
Department of Human Services,CN3482609,SON1700081,PricewaterhouseCoopers Consulting,20607773295,Assurance Services,Management advisory services,D281023976,6-Feb-18,12-Jan-18,30-Jun-18,"500,000.00"
Department of Human Services,CN3482610,SON1700081,KPMG,51194660183,Business Advisory Services,Management advisory services,D281023945,6-Feb-18,19-Dec-17,30-Jun-18,"724,119.58"
Department of Human Services,CN3482611,SON1700081,Yellow Edge Pty Ltd,25099253255,Business Services,Management advisory services,D281023878,6-Feb-18,21-Dec-17,30-Jun-18,"70,000.00"
Department of Human Services,CN3482612,SON3342093,Customer Driven Solutions Pty Ltd,68601481387,Training Services,Education and Training Services,D274024017,6-Feb-18,4-Jan-18,30-Jun-18,"210,760.00"
Department of Human Services,CN3482613,SON3326360,IBM Australia Ltd,79000024733,Mainframe Storage,Communications Devices and Accessories,D269024169,6-Feb-18,19-Dec-17,18-Dec-18,"4,583,473.40"
Department of Human Services,CN3482614,,Meyer Vandenberg Lawyers,55028339509,Legal Services,Legal services,D268024220,6-Feb-18,29-Jan-18,4-May-18,"53,620.00"
Department of Human Services,CN3482615,,Meyer Vandenberg Lawyers,55028339509,Legal Services,Legal services,D268024208,6-Feb-18,23-Jan-18,29-Jun-18,"69,510.00"
Department of Human Services,CN3482616,,Meyer Vandenberg Lawyers,55028339509,Legal Services,Legal services,D268024162,6-Feb-18,15-Jan-18,29-Jun-18,"74,144.00"
Department of Human Services,CN3482617,,Ally Group Pty Ltd,45604925804,Legal Services,Legal services,D268024146,6-Feb-18,9-Jan-18,31-May-18,"175,560.00"
Department of Human Services,CN3482618,,Ally Group Pty Ltd,45604925804,Legal Services,Legal services,D268024131,6-Feb-18,9-Jan-18,31-Mar-18,"55,027.50"
Department of Human Services,CN3482619,,Minter Ellison Lawyers,91556716819,Legal Services,Legal services,D268024129,6-Feb-18,9-Jan-18,30-Jun-18,"18,018.00"
Department of Human Services,CN3482620,,Ally Group Pty Ltd,45604925804,Legal Services,Legal services,D268024061,6-Feb-18,21-Dec-17,30-Jun-18,"430,278.75"
Department of Human Services,CN3482621,,Gillian Beaumont Recruitment,58107780683,Legal Services,Legal services,D268024060,6-Feb-18,21-Dec-17,30-Jun-18,"1,195,690.00"
Department of Human Services,CN3482622,,Meyer Vandenberg Lawyers,55028339509,Legal Services,Legal services,D268024058,6-Feb-18,21-Dec-17,30-Jun-18,"1,059,299.41"
Department of Human Services,CN3482623,,Proximity Advisory Services Pty Ltd,92147937844,Legal Services,Legal services,D268024056,6-Feb-18,21-Dec-17,30-Mar-18,"192,000.00"
Department of Human Services,CN3482624,,Ashurst Australia,75304286095,Legal Services,Legal services,D268024021,6-Feb-18,19-Dec-17,30-Jun-18,"10,000.00"
Department of Human Services,CN3482625,,Ally Group Pty Ltd,45604925804,Legal Services,Legal services,D268024020,6-Feb-18,12-Dec-17,30-Jun-18,"20,913.75"
Department of Human Services,CN3482626,SON3295723,Ethan Group Pty Ltd,93099503456,Desktop Hardware,Computer Equipment and Accessories,D267024203,6-Feb-18,23-Jan-18,22-Jan-20,"10,450.00"
Department of Human Services,CN3482627,SON3295723,Ethan Group Pty Ltd,93099503456,Desktop Hardware,Computer Equipment and Accessories,D267024193,6-Feb-18,22-Jan-18,21-Jan-21,"24,970.00"
Department of Human Services,CN3482628,SON3295723,Forward IT Pty Ltd,42597085374,Desktop Hardware,Computer Equipment and Accessories,D267024175,6-Feb-18,20-Dec-17,19-Dec-21,"12,645.60"
Department of Human Services,CN3482629,SON3295723,Ethan Group Pty Ltd,93099503456,Desktop Hardware,Computer Equipment and Accessories,D267024168,6-Feb-18,15-Jan-18,14-Jan-19,"73,370.00"
Department of Human Services,CN3482630,SON3295723,Acer Computer Australia Pty Ltd,78003872768,Desktop Hardware,Computer Equipment and Accessories,D267024086,6-Feb-18,15-Dec-17,14-Dec-21,"213,891.70"
Department of Human Services,CN3482631,SON3295723,Forward IT Pty Ltd,42597085374,ICT Hardware,Computer Equipment and Accessories,D267024053,6-Feb-18,21-Dec-17,20-Dec-20,"447,238.00"
Department of Human Services,CN3482632,SON3295723,Forward IT Pty Ltd,42597085374,ICT Hardware,Computer Equipment and Accessories,D267024049,6-Feb-18,19-Dec-17,18-Dec-20,"16,392.20"
Department of Human Services,CN3482633,SON3295723,Dell Australia Pty Ltd,46003855561,IT Hardware,Computer Equipment and Accessories,D267024047,6-Feb-18,15-Dec-17,14-Dec-21,"587,412.65"
Department of Human Services,CN3482634,SON2739611,Synergy Group Australia Pty Ltd,65119369827,Audit Services,Audit services,D235024135,6-Feb-18,5-Mar-18,31-Aug-18,"74,250.00"
Department of Human Services,CN3482635,SON2739611,Synergy Group Australia Pty Ltd,65119369827,Audit Services,Audit services,D235024134,6-Feb-18,5-Feb-18,31-Jul-18,"52,800.00"
Department of Human Services,CN3482636,SON2739611,Ernst & Young,75288172749,Audit Services,Audit services,D235024107,6-Feb-18,15-Feb-18,30-Jun-18,"79,455.00"
Department of Human Services,CN3482637,SON2659512,Gregory Commercial Furniture Pty Ltd,77120112969,Chairs,Office furniture,D232024089,6-Feb-18,10-Jan-18,30-Jun-18,"53,430.08"
Department of Human Services,CN3482638,SON2659512,Stem Industries Pty Ltd,91005434426,Chairs,Office furniture,D232024087,6-Feb-18,10-Jan-18,30-Jun-18,"102,338.78"
Department of Human Services,CN3482639,SON2659512,Stem Industries Pty Ltd,91005434426,Chairs,Office furniture,D232024010,6-Feb-18,8-Jan-18,30-Jun-18,"18,447.00"
Department of Human Services,CN3482640,SON2659512,Sturdy Components Pty Ltd,69000624984,Chairs,Office furniture,D232024009,6-Feb-18,3-Jan-18,30-Jun-18,"50,589.00"
Department of Human Services,CN3482641,SON2659512,Stem Industries Pty Ltd,91005434426,Chairs,Office furniture,D232024006,6-Feb-18,15-Jan-18,30-Jun-18,"47,650.79"
Department of Human Services,CN3482642,SON2659512,Gregory Commercial Furniture Pty Ltd,77120112969,Chairs,Office furniture,D232024005,6-Feb-18,8-Jan-18,30-Jun-18,"358,043.40"
Department of Human Services,CN3482643,SON2659512,Sturdy Components Pty Ltd,69000624984,Chairs,Office furniture,D232023786,6-Feb-18,27-Nov-17,30-Jun-18,"36,547.50"
Department of Human Services,CN3482644,SON2501421,DWS (NSW) Pty Ltd,93115070301,Information Technology Services,Components for information technology or broadcasting or telecommunications,D229024144,6-Feb-18,15-Jan-18,30-Jun-18,"165,000.00"
Department of Human Services,CN3482645,SON2501421,Index Consultants PTY LTD,38302585480,Information Technology Services,Components for information technology or broadcasting or telecommunications,D229024097,6-Feb-18,15-Jan-18,31-Dec-18,"533,368.00"
Department of Human Services,CN3482646,SON2501421,Aurec Pty Ltd,60103121464,Information Technology Services,Components for information technology or broadcasting or telecommunications,D229024079,6-Feb-18,1-Jan-18,31-Dec-18,"843,700.00"
Department of Human Services,CN3482647,SON2501421,Ajilon Australia Pty Ltd,25076517354,Information Technology Services,Components for information technology or broadcasting or telecommunications,D229024074,6-Feb-18,1-Jan-18,31-Dec-18,"286,000.00"
Department of Human Services,CN3482648,SON2501421,Go Sourcing Pty Ltd,27122681234,Information Technology Services,Components for information technology or broadcasting or telecommunications,D229024023,6-Feb-18,15-Jan-18,30-Jun-18,"369,600.00"
Department of Human Services,CN3482649,SON661641,EMC Global Holdings Company,86699010685,IT Software,Components for information technology or broadcasting or telecommunications,D225024063,6-Feb-18,1-Jul-17,30-Jun-18,"943,455.70"
Department of Human Services,CN3482650,SON661641,Dimension Data Australia Pty Ltd,65003371239,Hardware Support and Maintenance,Components for information technology or broadcasting or telecommunications,D225023913,6-Feb-18,3-Nov-17,30-Jun-18,"550,187.00"
Department of Human Services,CN3482651,SON661641,Dimension Data Australia Pty Ltd,65003371239,Hardware Support and Maintenance,Components for information technology or broadcasting or telecommunications,D225023902,6-Feb-18,11-Dec-17,11-Dec-18,"445,366.90"
Department of Human Services,CN3482652,SON1598601,CIT Solutions Pty Ltd,25008645823,Training Services,Education and Training Services,D214023974,6-Feb-18,20-Dec-17,31-Dec-18,"1,454,400.00"
Department of Human Services,CN3482653,SON1598601,McMillan Staff Development Pty Ltd,83136718477,Training Services,Education and Training Services,D214023959,6-Feb-18,8-Feb-18,3-Dec-18,"498,950.00"
Department of Human Services,CN3482654,SON3403009,Dynatrace Asia-Pacific Pty Ltd,23063641510,Business Support Services,Software,D211024194,6-Feb-18,15-Jan-18,14-Jun-18,"32,175.00"
Department of Human Services,CN3482655,SON3403009,Dynatrace Asia-Pacific Pty Ltd,23063641510,Business Support Services,Software,D211024145,6-Feb-18,12-Dec-17,11-Dec-18,"259,875.00"
Department of Human Services,CN3482656,SON3403009,Dynatrace Asia-Pacific Pty Ltd,23063641510,Software Servcies,Software,D211024078,6-Feb-18,9-Nov-17,8-May-18,"139,590.00"
Department of Human Services,CN3482657,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024199,6-Feb-18,24-Jan-18,30-Jun-18,"11,809.20"
Department of Human Services,CN3482658,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024191,6-Feb-18,24-Jan-18,30-Jun-18,"42,834.11"
Department of Human Services,CN3482659,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024165,6-Feb-18,22-Jan-18,30-Jun-18,"1,152,154.18"
Department of Human Services,CN3482660,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024151,6-Feb-18,18-Jan-18,30-Mar-18,"28,517.50"
Department of Human Services,CN3482661,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024043,6-Feb-18,18-Jan-18,30-Jun-18,"18,810.00"
Department of Human Services,CN3482662,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024015,6-Feb-18,15-Jan-18,30-Jun-18,"207,790.00"
Department of Human Services,CN3482663,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024014,6-Feb-18,9-Jan-18,30-Jun-18,"90,420.00"
Department of Human Services,CN3482664,SON1515551,Schiavello International Pty Ltd,47093924353,Office Furniture,Office furniture,D205024013,6-Feb-18,11-Jan-18,30-Jun-18,"742,840.16"
Department of Human Services,CN3482665,,Telstra,33051775556,Telecommunication Services,Telephony equipment,D174024178,6-Feb-18,26-Jan-18,30-Mar-18,"49,512.51"
